pathwayRes,pathway,pathwayTitle,pubchemcid,inchikey
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,11954197,BQMSKLCEWBSPPY-IKVTXIKFSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,91746147,SATGKQGFUDXGAX-SLTBQWEQSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,21126457,UCVRZTRGVBWBPR-QGLFLVSTSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163191757,RLXAPPIBYACUSX-GYXSHVEISA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163191755,RJOIOUAJASFEIW-UOQBUNJGSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163192073,IPIPDCALAORYQI-SZRSLPTQSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163191976,APRNTIKLHCDMEI-GOEZZTHFSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163191885,APRNTIKLHCDMEI-QBHUIGFPSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163192178,PQRNIWLSPFPEFN-TVWKACKSSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163192063,IPIPDCALAORYQI-RBHDQGRHSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163192001,KFKKPWDBCOCTSD-APUQYHMQSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,163189569,RJARQVHGCJUKLX-TYQSNJPPSA-N
https://identifiers.org/wikipathways/WP4545_r126793,WP4545,Oxysterols derived from cholesterol,102067553,CVXAKOHZAAGHRM-VOVGUEQVSA-N
https://identifiers.org/wikipathways/WP5074_r125313,WP5074,Kallmann syndrome,70678690,QMZRMXQCHRPRQD-SAWSQHHPSA-N
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,5288798,KJTLQQUUPVSXIM-ZCFIWIBFSA-M
https://identifiers.org/wikipathways/WP4686_r122622,WP4686,"Leucine, isoleucine and valine metabolism",5288565,CABVTRNMFUVUDM-VRHQGPGLSA-I
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,5288565,CABVTRNMFUVUDM-VRHQGPGLSA-I
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,45266540,OJFDKHTZOUZBOS-CITAKDKDSA-J
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,24916915,SIGQQUBJQXSAMW-ZCFIWIBFSA-J
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,15983958,CBIDRCWHNCKSTO-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP5329_r126886,WP5329,Cholesterol biosynthesis pathway in hepatocytes,15983958,CBIDRCWHNCKSTO-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,19379894,GVVPGTZRZFNKDS-JXMROGBWSA-K
https://identifiers.org/wikipathways/WP4190_r124024,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,25244548,OKZYCXHTTZZYSK-ZCFIWIBFSA-K
https://identifiers.org/wikipathways/WP5224_r127064,WP5224,2q37 copy number variation syndrome,5460200,HWXBTNAVRSUOJR-GSVOUGTGSA-L
https://identifiers.org/wikipathways/WP4157_r126055,WP4157,GABA metabolism (aka GHB),5460200,HWXBTNAVRSUOJR-GSVOUGTGSA-L
https://identifiers.org/wikipathways/WP4519_r124524,WP4519,"Cerebral organic acidurias, including diseases",5460200,HWXBTNAVRSUOJR-GSVOUGTGSA-L
https://identifiers.org/wikipathways/WP499_r118552,WP499,Fatty acid beta-oxidation 3,4418048,JFCQEDHGNNZCLN-UHFFFAOYSA-L
https://identifiers.org/wikipathways/WP148_r121852,WP148,Fatty acid beta-oxidation 2,53262356,OEXFMSFODMQEPE-HDRQGHTBSA-J
https://identifiers.org/wikipathways/WP5392_r126838,WP5392,CBD synthetic pathway,53262356,OEXFMSFODMQEPE-HDRQGHTBSA-J
https://identifiers.org/wikipathways/WP121_r125511,WP121,Colanic acid building blocks biosynthesis,18068,HSCJRCZFDFQWRP-ABVWGUQPSA-N
https://identifiers.org/wikipathways/WP2235_r124762,WP2235,Sulfide oxidation pathway,189,VZXPDPZARILFQX-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP2235_r124762,WP2235,Sulfide oxidation pathway,25245438,VZXPDPZARILFQX-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP2235_r124762,WP2235,Sulfide oxidation pathway,768,LELOWRISYMNNSU-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP2235_r124762,WP2235,Sulfide oxidation pathway,402,RWSOTUBLDIXVET-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP2235_r124762,WP2235,Sulfide oxidation pathway,5460599,KBMBVTRWEAAZEY-UHFFFAOYSA-L
https://identifiers.org/wikipathways/WP2235_r124762,WP2235,Sulfide oxidation pathway,13538,BXRLWGXPSRYJDZ-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP5218_r124884,WP5218,Extrafollicular and follicular B cell activation by SARS-CoV-2,2826713,VQFKFAKEUMHBLV-BYSUZVQFSA-N
https://identifiers.org/wikipathways/WP4159_r124609,WP4159,GABA receptor signaling,14598502,WHUUTDBJXJRKMK-VKHMYHEASA-M
https://identifiers.org/wikipathways/WP4658_r127235,WP4658,Small cell lung cancer,118984457,IBXPAFBDJCXCDW-MHFPCNPESA-A
https://identifiers.org/wikipathways/WP4853_r124602,WP4853,Linoleic acid metabolism affected by SARS-CoV-2,11005824,SPJFYYJXNPEZDW-FTJOPAKQSA-N
https://identifiers.org/wikipathways/WP4271_r124608,WP4271,Vitamin B12 disorders,16212801,FDJOLVPMNUYSCM-QJRSUKKJSA-L
https://identifiers.org/wikipathways/WP4271_r124608,WP4271,Vitamin B12 disorders,24892734,FDJOLVPMNUYSCM-UVKKECPRSA-L
https://identifiers.org/wikipathways/WP4189_r124610,WP4189,Mevalonate arm of cholesterol biosynthesis pathway with inhibitors,445713,VWFJDQUYCIWHTN-YFVJMOTDSA-N
https://identifiers.org/wikipathways/WP4189_r124610,WP4189,Mevalonate arm of cholesterol biosynthesis pathway with inhibitors,439400,OKZYCXHTTZZYSK-ZCFIWIBFSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,6449797,ATZKAUGGNMSCCY-VVFNRDJMSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,6449797,ATZKAUGGNMSCCY-VVFNRDJMSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,21121725,PGGIMLIQOHYFIS-PUXRVUTHSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,21121725,PGGIMLIQOHYFIS-PUXRVUTHSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,15698824,MKMLAQLNFVFNRK-PUXRVUTHSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,15698821,SJPDNXKPBQHPMZ-PUXRVUTHSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298941,ZLQSSFNCEUGGJF-NUESBDPTSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298941,ZLQSSFNCEUGGJF-NUESBDPTSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263317,GLCDBDRQLZKKOJ-LJAIZBFVSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263318,RODBXVVNKJCWQR-GSQAGGHASA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298937,GFGANDKVOKQAGH-WKYRUEGDSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298937,GFGANDKVOKQAGH-WKYRUEGDSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263319,WWTBBRMTEFBUND-WKYRUEGDSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263320,MHYWFGFPMGLYBL-NUESBDPTSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298936,LEUVIESGHNFBEK-WKYRUEGDSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298936,LEUVIESGHNFBEK-WKYRUEGDSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263321,UVSRXDFMOZKKGE-WKYRUEGDSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298940,ORZKEIGPXNMCHC-NUESBDPTSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298940,ORZKEIGPXNMCHC-NUESBDPTSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263322,UPEGTKGKNWDIAN-NUESBDPTSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298939,DBPZYKHQDWKORQ-SINUOACOSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298939,DBPZYKHQDWKORQ-SINUOACOSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,44263324,RZSXSHNNQBIPTL-ZSBATXSLSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298938,MYWAIWDQTCHPTH-LJAIZBFVSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298938,MYWAIWDQTCHPTH-LJAIZBFVSA-N
https://identifiers.org/wikipathways/WP4346_r125078,WP4346,Cholesterol metabolism with Bloch and Kandutsch-Russell pathways,22298944,JHIWIFRQJXLNEU-GSQAGGHASA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,22298944,JHIWIFRQJXLNEU-GSQAGGHASA-N
https://identifiers.org/wikipathways/WP5304_r125192,WP5304,Cholesterol metabolism,9301,AXOJRQLKMVSHHZ-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP5333_r126539,WP5333,Enterocyte cholesterol metabolism,9301,AXOJRQLKMVSHHZ-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP4347_r124982,WP4347,Eicosanoid metabolism via cyclooxygenases (COX),5280882,CMBOTAQMTNMTBD-KLASNZEFSA-N
https://identifiers.org/wikipathways/WP4347_r124982,WP4347,Eicosanoid metabolism via cyclooxygenases (COX),5283168,GCZRCCHPLVMMJE-WXMXURGXSA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,11090531,SQFQJKZSFOZDJY-CVGLIYDESA-N
https://identifiers.org/wikipathways/WP5354_r126523,WP5354,Ergosterol biosynthesis,9803310,XJLZCPIILZRCPS-ANMPWZFDSA-N
https://identifiers.org/wikipathways/WP3248_r105983,WP3248,Tryptophan metabolism,910,BYHJHXPTQMMKCA-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP452_r120825,WP452,Tryptophan degradation via kynurenine,910,BYHJHXPTQMMKCA-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP1126_r122665,WP1126,Tryptophan metabolism,910,BYHJHXPTQMMKCA-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP465_r122957,WP465,Tryptophan metabolism,910,BYHJHXPTQMMKCA-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP36_r124941,WP36,De novo biosynthesis of pyrimidine deoxyribonucleotides,13945,NCMVOABPESMRCP-SHYZEUOFSA-N
https://identifiers.org/wikipathways/WP290_r117328,WP290,Polyamine biosynthesis,1045,KIDHWZJUCRJVML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP321_r117315,WP321,Nucleotide metabolism,1045,KIDHWZJUCRJVML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP3211_r117575,WP3211,Nucleotide metabolism,1045,KIDHWZJUCRJVML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP3245_r123273,WP3245,Urea cycle and metabolism of amino groups,1045,KIDHWZJUCRJVML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP497_r119105,WP497,Urea cycle and metabolism of amino groups,1045,KIDHWZJUCRJVML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP478_r117297,WP478,Glycogen catabolism,439586,FYGDTMLNYKFZSV-DZOUCCHMSA-N
https://identifiers.org/wikipathways/WP478_r117297,WP478,Glycogen catabolism,92146,RXVWSYJTUUKTEA-CGQAXDJHSA-N
https://identifiers.org/wikipathways/WP552_r69954,WP552,Octane oxidation,356,TVMXDCGIABBOFY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP552_r69954,WP552,Octane oxidation,957,KBPLFHHGFOOTCA-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP181_r117318,WP181,P-cymene degradation,326,WTWBUQJHJGUZCY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP573_r117322,WP573,Phenylalanine degradation,998,DTUQWGWMVIHBKE-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP290_r117328,WP290,Polyamine biosynthesis,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP321_r117315,WP321,Nucleotide metabolism,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP3211_r117575,WP3211,Nucleotide metabolism,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP2207_r117414,WP2207,Beta-alanine biosynthesis,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP3245_r123273,WP3245,Urea cycle and metabolism of amino groups,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP497_r119105,WP497,Urea cycle and metabolism of amino groups,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP194_r117326,WP194,Phenylalanine biosynthesis,1028,FPWMCUPFBRFMLH-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP27_r117323,WP27,"Phenylalanine, tyrosine, and tryptophan biosynthesis",1028,FPWMCUPFBRFMLH-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP46_r117317,WP46,Methionine degradation,123909,MZFOKIKEPGUZEN-FBMOWMAESA-N
https://identifiers.org/wikipathways/WP552_r69954,WP552,Octane oxidation,380,KQMZYOXOBSXMII-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP552_r69954,WP552,Octane oxidation,445344,KQMZYOXOBSXMII-CECATXLMSA-N
https://identifiers.org/wikipathways/WP112_r117329,WP112,Principal pathways of carbon metabolism,1060,LCTONWCANYUPML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP2212_r123064,WP2212,Methylerythritol phosphate pathway,1060,LCTONWCANYUPML-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP435_r116571,WP435,One-carbon metabolism,439234,
https://identifiers.org/wikipathways/WP435_r116571,WP435,One-carbon metabolism,9825434,
https://identifiers.org/wikipathways/WP730_r116583,WP730,Glutathione and one-carbon metabolism,439234,
https://identifiers.org/wikipathways/WP730_r116583,WP730,Glutathione and one-carbon metabolism,9825434,
https://identifiers.org/wikipathways/WP1355_r116584,WP1355,One-carbon metabolism,439234,
https://identifiers.org/wikipathways/WP1355_r116584,WP1355,One-carbon metabolism,9825434,
https://identifiers.org/wikipathways/WP280_r89704,WP280,Carbon monoxide dehydrogenase pathway,439234,
https://identifiers.org/wikipathways/WP280_r89704,WP280,Carbon monoxide dehydrogenase pathway,9825434,
https://identifiers.org/wikipathways/WP241_r126998,WP241,One-carbon metabolism,439234,
https://identifiers.org/wikipathways/WP241_r126998,WP241,One-carbon metabolism,9825434,
https://identifiers.org/wikipathways/WP112_r117329,WP112,Principal pathways of carbon metabolism,1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP224_r117270,WP224,Aerobic glycerol catabolism,1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP27_r117323,WP27,"Phenylalanine, tyrosine, and tryptophan biosynthesis",1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP515_r117299,WP515,Glycolysis and gluconeogenesis,1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP156_r102416,WP156,Gluconeogenesis,1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP253_r107251,WP253,Glycolysis,1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP390_r102418,WP390,Serine-isocitrate lyase pathway,1005,DTBNBXWJWCWCIK-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP109_r117358,WP109,UDP-glucose conversion,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP109_r117358,WP109,UDP-glucose conversion,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP112_r117329,WP112,Principal pathways of carbon metabolism,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP112_r117329,WP112,Principal pathways of carbon metabolism,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP137_r117288,WP137,"Fatty acid biosynthesis, initial steps",1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP137_r117288,WP137,"Fatty acid biosynthesis, initial steps",1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP1518_r117273,WP1518,Aspartate biosynthesis,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP1518_r117273,WP1518,Aspartate biosynthesis,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP171_r117313,WP171,NAD salvage pathway,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP171_r117313,WP171,NAD salvage pathway,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP191_r117344,WP191,Glutamate biosynthesis superpathway,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP191_r117344,WP191,Glutamate biosynthesis superpathway,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP196_r117295,WP196,Glutathione biosynthesis,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP196_r117295,WP196,Glutathione biosynthesis,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP203_r118180,WP203,De novo biosynthesis of purine nucleotides,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP203_r118180,WP203,De novo biosynthesis of purine nucleotides,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP218_r117337,WP218,Serine and glycine biosynthesis,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP218_r117337,WP218,Serine and glycine biosynthesis,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP220_r117334,WP220,Ribose and deoxyribose phosphate metabolism,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP220_r117334,WP220,Ribose and deoxyribose phosphate metabolism,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP27_r117323,WP27,"Phenylalanine, tyrosine, and tryptophan biosynthesis",1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP27_r117323,WP27,"Phenylalanine, tyrosine, and tryptophan biosynthesis",1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP296_r117347,WP296,TCA cycle - detailed,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP296_r117347,WP296,TCA cycle - detailed,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP328_r117271,WP328,Allantoin degradation,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP328_r117271,WP328,Allantoin degradation,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP331_r117349,WP331,Threonine biosynthesis,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP331_r117349,WP331,Threonine biosynthesis,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP345_r117303,WP345,Glycine degradation,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP345_r117303,WP345,Glycine degradation,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP381_r117333,WP381,"Riboflavin, FMN, and FAD biosynthesis",1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP381_r117333,WP381,"Riboflavin, FMN, and FAD biosynthesis",1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP398_r117351,WP398,Trehalose anabolism,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP398_r117351,WP398,Trehalose anabolism,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP414_r117274,WP414,Cell cycle and cell division,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
https://identifiers.org/wikipathways/WP414_r117274,WP414,Cell cycle and cell division,1061,NBIIXXVUZAFLBC-UHFFFAOYSA-K
https://identifiers.org/wikipathways/WP423_r117348,WP423,Threonine and methionine biosynthesis,1004,NBIIXXVUZAFLBC-UHFFFAOYSA-N
